OID_,Value,Count,shawn_ltas_r,LC16_BPS_200,LC20_EVT_220,MAP_UNIT_S,MAP_UNIT_N,CONCEPT,FORESTNAME,BPS_MODEL,BPS_NAME,FRI_REPLAC,FRI_MIXED,FRI_SURFAC,FRI_ALLFIR,EVT_NAME,EVT_PHYS,EVT_GP_N
3706,3706,2.000000000000000,17,2033,7908,223Di07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,14710_49_52,Central Interior and Appalachian Floodplain Systems,NA,426,68,59,Eastern Cool Temperate Urban Herbaceous,Developed,Developed-Upland Herbaceous
3707,3707,1.000000000000000,16,2029,7927,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,14210_49_52,Central Tallgrass Prairie,4,NA,NA,4,Eastern Cool Temperate Developed Mixed Forest,Developed,Developed-Upland Mixed Forest
3708,3708,1.000000000000000,3,2021,7906,231Hg06,East Shallow Loess (Lesser SH),East Shallow Loess (Lesser SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Eastern Cool Temperate Urban Evergreen Forest,Developed,Developed-Upland Evergreen Forest
3709,3709,173.000000000000000,3,2029,9312,231Hg06,East Shallow Loess (Lesser SH),East Shallow Loess (Lesser SH),Shawnee National Forest,14210_49_52,Central Tallgrass Prairie,4,NA,NA,4,Northeastern North American Temperate Forest Plantation,Conifer,Managed Tree Plantation
3710,3710,4.000000000000000,3,2021,9317,231Hg06,East Shallow Loess (Lesser SH),East Shallow Loess (Lesser SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub,Introduced Upland Vegetation-Shrub
3711,3711,2.000000000000000,17,2033,7974,223Di07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,14710_49_52,Central Interior and Appalachian Floodplain Systems,NA,426,68,59,Eastern Cool Temperate Row Crop,Agricultural,Agricultural-Row Crop
3712,3712,6.000000000000000,3,2023,7299,231Hg06,East Shallow Loess (Lesser SH),East Shallow Loess (Lesser SH),Shawnee National Forest,13640_32_44_49,Ozark-Ouachita Dry Oak Woodland,38,89,6,5,Developed-Roads,Developed-Roads,Developed-Roads
3713,3713,6.000000000000000,3,2016,7927,231Hg06,East Shallow Loess (Lesser SH),East Shallow Loess (Lesser SH),Shawnee National Forest,13050_49,Southern Interior Low Plateau Dry-Mesic Oak Forest,61,117,9,7,Eastern Cool Temperate Developed Mixed Forest,Developed,Developed-Upland Mixed Forest
3714,3714,2.000000000000000,3,2021,7929,231Hg06,East Shallow Loess (Lesser SH),East Shallow Loess (Lesser SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Eastern Cool Temperate Developed Herbaceous,Developed,Developed-Upland Herbaceous
3715,3715,19.000000000000000,3,2026,9817,231Hg06,East Shallow Loess (Lesser SH),East Shallow Loess (Lesser SH),Shawnee National Forest,14010_49,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Northern & Central Ruderal Meadow,Exotic Herbaceous,Introduced Perennial Grassland and Forbland
3716,3716,6.000000000000000,3,2021,7457,231Hg06,East Shallow Loess (Lesser SH),East Shallow Loess (Lesser SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,South-Central Interior / Upper Coastal Plain Wet Flatwoods,Riparian,Hardwood Flatwoods
3717,3717,1.000000000000000,13,2017,7928,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,Eastern Cool Temperate Developed Shrubland,Developed,Developed-Upland Shrubland
3718,3718,1.000000000000000,3,2020,7975,231Hg06,East Shallow Loess (Lesser SH),East Shallow Loess (Lesser SH),Shawnee National Forest,13140_49,North-Central Interior Maple-Basswood Forest,1030,NA,845,464,Eastern Cool Temperate Close Grown Crop,Agricultural,Agricultural-Close Grown Crop
3719,3719,174.000000000000000,3,2033,7321,231Hg06,East Shallow Loess (Lesser SH),East Shallow Loess (Lesser SH),Shawnee National Forest,14710_49_52,Central Interior and Appalachian Floodplain Systems,NA,426,68,59,South-Central Interior Mesophytic Forest,Hardwood,Beech-Maple-Basswood Forest
3720,3720,5.000000000000000,16,2036,7905,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,993,NA,NA,993,Eastern Cool Temperate Urban Deciduous Forest,Developed,Developed-Upland Deciduous Forest
3721,3721,3.000000000000000,16,2036,7909,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,993,NA,NA,993,Eastern Cool Temperate Urban Shrubland,Developed,Developed-Upland Shrubland
3722,3722,4.000000000000000,16,2029,9318,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,14210_49_52,Central Tallgrass Prairie,4,NA,NA,4,Northern & Central Ruderal Wet Meadow & Marsh,Riparian,Introduced Herbaceous Wetland Vegetation
3723,3723,2.000000000000000,3,2026,7296,231Hg06,East Shallow Loess (Lesser SH),East Shallow Loess (Lesser SH),Shawnee National Forest,14010_49,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Developed-Low Intensity,Developed-Low Intensity,Developed-Low Intensity
3724,3724,1.000000000000000,3,2026,7907,231Hg06,East Shallow Loess (Lesser SH),East Shallow Loess (Lesser SH),Shawnee National Forest,14010_49,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Eastern Cool Temperate Urban Mixed Forest,Developed,Developed-Upland Mixed Forest
3725,3725,2.000000000000000,3,2023,9817,231Hg06,East Shallow Loess (Lesser SH),East Shallow Loess (Lesser SH),Shawnee National Forest,13640_32_44_49,Ozark-Ouachita Dry Oak Woodland,38,89,6,5,Northern & Central Ruderal Meadow,Exotic Herbaceous,Introduced Perennial Grassland and Forbland
3726,3726,903.000000000000000,7,2021,9315,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Northern & Central Native Ruderal Forest,Conifer-Hardwood,Ruderal Forest
3727,3727,2693.000000000000000,7,2021,7305,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,Chestnut Oak Forest and Woodland
3728,3728,1353.000000000000000,7,2021,7321,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,South-Central Interior Mesophytic Forest,Hardwood,Beech-Maple-Basswood Forest
3729,3729,7.000000000000000,16,2029,9725,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,14210_49_52,Central Tallgrass Prairie,4,NA,NA,4,South-Central Interior Large Floodplain Herbaceous,Riparian,Eastern Floodplain Forests
3730,3730,2.000000000000000,16,2036,7908,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,993,NA,NA,993,Eastern Cool Temperate Urban Herbaceous,Developed,Developed-Upland Herbaceous
3731,3731,1.000000000000000,3,2020,7927,231Hg06,East Shallow Loess (Lesser SH),East Shallow Loess (Lesser SH),Shawnee National Forest,13140_49,North-Central Interior Maple-Basswood Forest,1030,NA,845,464,Eastern Cool Temperate Developed Mixed Forest,Developed,Developed-Upland Mixed Forest
3732,3732,8468.000000000000000,7,2017,7305,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,Chestnut Oak Forest and Woodland
3733,3733,1.000000000000000,16,2036,7296,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,993,NA,NA,993,Developed-Low Intensity,Developed-Low Intensity,Developed-Low Intensity
3734,3734,363.000000000000000,7,2026,7321,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,14010_49,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,South-Central Interior Mesophytic Forest,Hardwood,Beech-Maple-Basswood Forest
3735,3735,1667.000000000000000,7,2026,7305,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,14010_49,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,Chestnut Oak Forest and Woodland
3736,3736,2.000000000000000,3,2026,7908,231Hg06,East Shallow Loess (Lesser SH),East Shallow Loess (Lesser SH),Shawnee National Forest,14010_49,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Eastern Cool Temperate Urban Herbaceous,Developed,Developed-Upland Herbaceous
3737,3737,1.000000000000000,16,2020,9723,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13140_49,North-Central Interior Maple-Basswood Forest,1030,NA,845,464,South-Central Interior Large Floodplain Shrubland,Riparian,Eastern Floodplain Forests
3738,3738,35.000000000000000,3,2023,7321,231Hg06,East Shallow Loess (Lesser SH),East Shallow Loess (Lesser SH),Shawnee National Forest,13640_32_44_49,Ozark-Ouachita Dry Oak Woodland,38,89,6,5,South-Central Interior Mesophytic Forest,Hardwood,Beech-Maple-Basswood Forest
3739,3739,1.000000000000000,3,2026,7297,231Hg06,East Shallow Loess (Lesser SH),East Shallow Loess (Lesser SH),Shawnee National Forest,14010_49,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Developed-Medium Intensity,Developed-Medium Intensity,Developed-Medium Intensity
3740,3740,1.000000000000000,3,2026,7925,231Hg06,East Shallow Loess (Lesser SH),East Shallow Loess (Lesser SH),Shawnee National Forest,14010_49,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Eastern Cool Temperate Developed Deciduous Forest,Developed,Developed-Upland Deciduous Forest
3741,3741,1.000000000000000,3,2017,7928,231Hg06,East Shallow Loess (Lesser SH),East Shallow Loess (Lesser SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,Eastern Cool Temperate Developed Shrubland,Developed,Developed-Upland Shrubland
3742,3742,1.000000000000000,16,2021,9314,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Northern & Central Native Ruderal Flooded & Swamp Forest,Riparian,Ruderal Forest
3743,3743,804.000000000000000,7,2016,7321,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13050_49,Southern Interior Low Plateau Dry-Mesic Oak Forest,61,117,9,7,South-Central Interior Mesophytic Forest,Hardwood,Beech-Maple-Basswood Forest
3744,3744,3.000000000000000,13,2036,9817,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,993,NA,NA,993,Northern & Central Ruderal Meadow,Exotic Herbaceous,Introduced Perennial Grassland and Forbland
3745,3745,13.000000000000000,3,2020,7457,231Hg06,East Shallow Loess (Lesser SH),East Shallow Loess (Lesser SH),Shawnee National Forest,13140_49,North-Central Interior Maple-Basswood Forest,1030,NA,845,464,South-Central Interior / Upper Coastal Plain Wet Flatwoods,Riparian,Hardwood Flatwoods
3746,3746,2.000000000000000,13,2036,9725,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,993,NA,NA,993,South-Central Interior Large Floodplain Herbaceous,Riparian,Eastern Floodplain Forests
3747,3747,7.000000000000000,16,2036,9314,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,993,NA,NA,993,Northern & Central Native Ruderal Flooded & Swamp Forest,Riparian,Ruderal Forest
3748,3748,13.000000000000000,16,2029,7295,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,14210_49_52,Central Tallgrass Prairie,4,NA,NA,4,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads
3749,3749,2300.000000000000000,7,2016,7305,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13050_49,Southern Interior Low Plateau Dry-Mesic Oak Forest,61,117,9,7,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,Chestnut Oak Forest and Woodland
3750,3750,7.000000000000000,3,2023,9315,231Hg06,East Shallow Loess (Lesser SH),East Shallow Loess (Lesser SH),Shawnee National Forest,13640_32_44_49,Ozark-Ouachita Dry Oak Woodland,38,89,6,5,Northern & Central Native Ruderal Forest,Conifer-Hardwood,Ruderal Forest
3751,3751,1.000000000000000,16,2036,9318,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,993,NA,NA,993,Northern & Central Ruderal Wet Meadow & Marsh,Riparian,Introduced Herbaceous Wetland Vegetation
3752,3752,1.000000000000000,16,2029,7975,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,14210_49_52,Central Tallgrass Prairie,4,NA,NA,4,Eastern Cool Temperate Close Grown Crop,Agricultural,Agricultural-Close Grown Crop
3753,3753,12.000000000000000,3,2033,9223,231Hg06,East Shallow Loess (Lesser SH),East Shallow Loess (Lesser SH),Shawnee National Forest,14710_49_52,Central Interior and Appalachian Floodplain Systems,NA,426,68,59,South-Central Interior Large Floodplain Forest,Riparian,Eastern Floodplain Forests
3754,3754,5.000000000000000,13,2036,7977,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,993,NA,NA,993,Eastern Cool Temperate Pasture and Hayland,Agricultural,Agricultural-Pasture and Hayland
3755,3755,9.000000000000000,3,2017,7906,231Hg06,East Shallow Loess (Lesser SH),East Shallow Loess (Lesser SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,Eastern Cool Temperate Urban Evergreen Forest,Developed,Developed-Upland Evergreen Forest
3756,3756,1.000000000000000,3,2033,7457,231Hg06,East Shallow Loess (Lesser SH),East Shallow Loess (Lesser SH),Shawnee National Forest,14710_49_52,Central Interior and Appalachian Floodplain Systems,NA,426,68,59,South-Central Interior / Upper Coastal Plain Wet Flatwoods,Riparian,Hardwood Flatwoods
3757,3757,21.000000000000000,3,2023,9312,231Hg06,East Shallow Loess (Lesser SH),East Shallow Loess (Lesser SH),Shawnee National Forest,13640_32_44_49,Ozark-Ouachita Dry Oak Woodland,38,89,6,5,Northeastern North American Temperate Forest Plantation,Conifer,Managed Tree Plantation
3758,3758,1.000000000000000,13,2033,7457,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,14710_49_52,Central Interior and Appalachian Floodplain Systems,NA,426,68,59,South-Central Interior / Upper Coastal Plain Wet Flatwoods,Riparian,Hardwood Flatwoods
3759,3759,136.000000000000000,7,2017,9223,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,South-Central Interior Large Floodplain Forest,Riparian,Eastern Floodplain Forests
3760,3760,1625.000000000000000,7,2017,9315,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,Northern & Central Native Ruderal Forest,Conifer-Hardwood,Ruderal Forest
3761,3761,1.000000000000000,3,2023,9317,231Hg06,East Shallow Loess (Lesser SH),East Shallow Loess (Lesser SH),Shawnee National Forest,13640_32_44_49,Ozark-Ouachita Dry Oak Woodland,38,89,6,5,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub,Introduced Upland Vegetation-Shrub
3762,3762,205.000000000000000,7,2021,9223,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,South-Central Interior Large Floodplain Forest,Riparian,Eastern Floodplain Forests
3763,3763,15.000000000000000,13,2029,7299,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,14210_49_52,Central Tallgrass Prairie,4,NA,NA,4,Developed-Roads,Developed-Roads,Developed-Roads
3764,3764,1.000000000000000,3,2023,7974,231Hg06,East Shallow Loess (Lesser SH),East Shallow Loess (Lesser SH),Shawnee National Forest,13640_32_44_49,Ozark-Ouachita Dry Oak Woodland,38,89,6,5,Eastern Cool Temperate Row Crop,Agricultural,Agricultural-Row Crop
3765,3765,3739.000000000000000,7,2017,9312,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,Northeastern North American Temperate Forest Plantation,Conifer,Managed Tree Plantation
3766,3766,9.000000000000000,3,2029,7908,231Hg06,East Shallow Loess (Lesser SH),East Shallow Loess (Lesser SH),Shawnee National Forest,14210_49_52,Central Tallgrass Prairie,4,NA,NA,4,Eastern Cool Temperate Urban Herbaceous,Developed,Developed-Upland Herbaceous
3767,3767,794.000000000000000,7,2020,9223,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13140_49,North-Central Interior Maple-Basswood Forest,1030,NA,845,464,South-Central Interior Large Floodplain Forest,Riparian,Eastern Floodplain Forests
3768,3768,321.000000000000000,7,2020,9315,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13140_49,North-Central Interior Maple-Basswood Forest,1030,NA,845,464,Northern & Central Native Ruderal Forest,Conifer-Hardwood,Ruderal Forest
3769,3769,3.000000000000000,7,2017,9314,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,Northern & Central Native Ruderal Flooded & Swamp Forest,Riparian,Ruderal Forest
3770,3770,236.000000000000000,7,2017,7299,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,Developed-Roads,Developed-Roads,Developed-Roads
3771,3771,782.000000000000000,7,2016,9315,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13050_49,Southern Interior Low Plateau Dry-Mesic Oak Forest,61,117,9,7,Northern & Central Native Ruderal Forest,Conifer-Hardwood,Ruderal Forest
3772,3772,123.000000000000000,7,2021,7299,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Developed-Roads,Developed-Roads,Developed-Roads
3773,3773,90.000000000000000,7,2020,7321,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13140_49,North-Central Interior Maple-Basswood Forest,1030,NA,845,464,South-Central Interior Mesophytic Forest,Hardwood,Beech-Maple-Basswood Forest
3774,3774,1.000000000000000,7,2020,9314,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13140_49,North-Central Interior Maple-Basswood Forest,1030,NA,845,464,Northern & Central Native Ruderal Flooded & Swamp Forest,Riparian,Ruderal Forest
3775,3775,222.000000000000000,7,2020,7977,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13140_49,North-Central Interior Maple-Basswood Forest,1030,NA,845,464,Eastern Cool Temperate Pasture and Hayland,Agricultural,Agricultural-Pasture and Hayland
3776,3776,42.000000000000000,7,2017,7905,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,Eastern Cool Temperate Urban Deciduous Forest,Developed,Developed-Upland Deciduous Forest
3777,3777,111.000000000000000,7,2021,9817,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Northern & Central Ruderal Meadow,Exotic Herbaceous,Introduced Perennial Grassland and Forbland
3778,3778,34.000000000000000,7,2021,7905,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Eastern Cool Temperate Urban Deciduous Forest,Developed,Developed-Upland Deciduous Forest
3779,3779,3.000000000000000,7,2020,7905,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13140_49,North-Central Interior Maple-Basswood Forest,1030,NA,845,464,Eastern Cool Temperate Urban Deciduous Forest,Developed,Developed-Upland Deciduous Forest
3780,3780,31.000000000000000,7,2020,7299,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13140_49,North-Central Interior Maple-Basswood Forest,1030,NA,845,464,Developed-Roads,Developed-Roads,Developed-Roads
3781,3781,16.000000000000000,7,2021,7976,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural,Agricultural-Fallow/Idle Cropland
3782,3782,150.000000000000000,7,2021,7974,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Eastern Cool Temperate Row Crop,Agricultural,Agricultural-Row Crop
3783,3783,38.000000000000000,7,2021,9725,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,South-Central Interior Large Floodplain Herbaceous,Riparian,Eastern Floodplain Forests
3784,3784,25.000000000000000,7,2017,9725,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,South-Central Interior Large Floodplain Herbaceous,Riparian,Eastern Floodplain Forests
3785,3785,1.000000000000000,3,2036,7977,231Hg06,East Shallow Loess (Lesser SH),East Shallow Loess (Lesser SH),Shawnee National Forest,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,993,NA,NA,993,Eastern Cool Temperate Pasture and Hayland,Agricultural,Agricultural-Pasture and Hayland
3786,3786,96.000000000000000,7,2016,7299,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13050_49,Southern Interior Low Plateau Dry-Mesic Oak Forest,61,117,9,7,Developed-Roads,Developed-Roads,Developed-Roads
3787,3787,31.000000000000000,7,2016,7905,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13050_49,Southern Interior Low Plateau Dry-Mesic Oak Forest,61,117,9,7,Eastern Cool Temperate Urban Deciduous Forest,Developed,Developed-Upland Deciduous Forest
3788,3788,3.000000000000000,7,2026,7905,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,14010_49,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Eastern Cool Temperate Urban Deciduous Forest,Developed,Developed-Upland Deciduous Forest
3789,3789,9.000000000000000,7,2026,7299,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,14010_49,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Developed-Roads,Developed-Roads,Developed-Roads
3790,3790,908.000000000000000,7,2021,7977,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Eastern Cool Temperate Pasture and Hayland,Agricultural,Agricultural-Pasture and Hayland
3791,3791,2.000000000000000,7,2021,9318,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Northern & Central Ruderal Wet Meadow & Marsh,Riparian,Introduced Herbaceous Wetland Vegetation
3792,3792,5.000000000000000,7,2016,7296,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13050_49,Southern Interior Low Plateau Dry-Mesic Oak Forest,61,117,9,7,Developed-Low Intensity,Developed-Low Intensity,Developed-Low Intensity
3793,3793,1987.000000000000000,7,2017,7977,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,Eastern Cool Temperate Pasture and Hayland,Agricultural,Agricultural-Pasture and Hayland
3794,3794,7.000000000000000,7,2017,9318,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,Northern & Central Ruderal Wet Meadow & Marsh,Riparian,Introduced Herbaceous Wetland Vegetation
3795,3795,739.000000000000000,7,2017,7974,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,Eastern Cool Temperate Row Crop,Agricultural,Agricultural-Row Crop
3796,3796,2.000000000000000,3,2021,7978,231Hg06,East Shallow Loess (Lesser SH),East Shallow Loess (Lesser SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Eastern Cool Temperate Wheat,Agricultural,Agricultural-Wheat
3797,3797,1.000000000000000,3,2020,7907,231Hg06,East Shallow Loess (Lesser SH),East Shallow Loess (Lesser SH),Shawnee National Forest,13140_49,North-Central Interior Maple-Basswood Forest,1030,NA,845,464,Eastern Cool Temperate Urban Mixed Forest,Developed,Developed-Upland Mixed Forest
3798,3798,7.000000000000000,7,2021,7296,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Developed-Low Intensity,Developed-Low Intensity,Developed-Low Intensity
3799,3799,262.000000000000000,7,2017,9817,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,Northern & Central Ruderal Meadow,Exotic Herbaceous,Introduced Perennial Grassland and Forbland
3800,3800,1.000000000000000,3,2033,7977,231Hg06,East Shallow Loess (Lesser SH),East Shallow Loess (Lesser SH),Shawnee National Forest,14710_49_52,Central Interior and Appalachian Floodplain Systems,NA,426,68,59,Eastern Cool Temperate Pasture and Hayland,Agricultural,Agricultural-Pasture and Hayland
